,Year,Week,station_id,TempMax_C,TempMin_C,Rain_mm,Average_snow_deepth_10years,SnowAvgDepth_cm_roll3
529,2019,1,83084,3.857142857142857,0.8571428571428571,133.0,,
536,2019,2,83084,0.028571428571428564,-4.485714285714286,7.800000000000001,,
543,2019,3,83084,4.985714285714286,-0.9571428571428572,0.8,,
550,2019,4,83084,2.085714285714286,-2.2285714285714286,37.2,,
557,2019,5,83084,0.37142857142857144,-2.157142857142857,99.0,,
564,2019,6,83084,0.4142857142857143,-3.9714285714285715,22.2,,
571,2019,7,83084,2.2714285714285714,-2.757142857142857,19.0,,
578,2019,8,83084,4.3,-1.9857142857142855,12.600000000000001,,
585,2019,9,83084,0.5714285714285714,-3.914285714285714,33.8,,
592,2019,10,83084,-0.07142857142857142,-4.271428571428571,36.4,,
599,2019,11,83084,3.0571428571428574,-3.814285714285714,63.39999999999999,,
606,2019,12,83084,3.357142857142857,-4.285714285714286,5.6,,
613,2019,13,83084,5.1571428571428575,-0.2285714285714285,22.4,,
620,2019,14,83084,5.171428571428572,-2.3428571428571425,16.0,,
627,2019,15,83084,6.7,2.6,0.2,,
634,2020,1,83084,3.9714285714285715,-0.2571428571428571,28.400000000000002,,
641,2020,2,83084,2.357142857142857,-0.2571428571428572,94.2,,
648,2020,3,83084,2.557142857142857,-2.6571428571428575,16.0,,
655,2020,4,83084,0.9857142857142858,-3.0,27.800000000000004,,
662,2020,5,83084,2.0142857142857142,-1.0571428571428572,11.2,,
669,2020,6,83084,1.1285714285714286,-2.7428571428571433,31.0,,
676,2020,7,83084,4.428571428571429,-0.7000000000000001,9.600000000000001,,
683,2020,8,83084,5.1000000000000005,-1.5428571428571427,24.0,,
690,2020,9,83084,0.5285714285714286,-4.5285714285714285,42.6,,
697,2020,10,83084,3.1,-0.6714285714285715,62.0,,
704,2020,11,83084,-1.0142857142857145,-4.271428571428571,10.799999999999999,,
711,2020,12,83084,2.9571428571428577,-3.542857142857143,18.6,,
718,2020,13,83084,5.328571428571428,-0.9857142857142858,3.1999999999999997,,
725,2020,14,83084,8.342857142857143,1.157142857142857,24.6,,
732,2020,15,83084,11.3,3.4,0.0,,
739,2021,1,83084,1.757142857142857,-1.6428571428571428,61.2,,
746,2021,2,83084,1.2142857142857142,-1.9857142857142858,21.0,,
753,2021,3,83084,2.1,-1.342857142857143,128.6,,
760,2021,4,83084,0.6571428571428573,-2.8000000000000003,23.6,,
767,2021,5,83084,1.9857142857142858,-2.3285714285714287,7.4,,
774,2021,6,83084,-0.17142857142857143,-2.8000000000000003,61.800000000000004,,
781,2021,7,83084,-0.7000000000000001,-4.314285714285714,42.0,,
788,2021,8,83084,0.6142857142857142,-2.7714285714285714,43.2,,
795,2021,9,83084,1.5999999999999999,-2.6,17.4,,
802,2021,10,83084,1.8000000000000003,-2.157142857142857,11.2,,
809,2021,11,83084,2.742857142857143,-1.1142857142857143,30.999999999999996,,
816,2021,12,83084,0.9714285714285715,-2.9857142857142853,24.6,,
823,2021,13,83084,5.442857142857143,0.9,86.39999999999999,,
830,2021,14,83084,4.5,-1.0714285714285714,9.8,,
837,2021,15,83084,4.4,-3.1,0.6,,
844,2022,1,83084,0.3428571428571429,-4.342857142857143,17.8,,
851,2022,2,83084,2.3857142857142857,-1.4142857142857144,48.6,,
858,2022,3,83084,2.142857142857143,-2.6285714285714286,40.8,,
865,2022,4,83084,2.614285714285714,-3.557142857142857,7.6,,
872,2022,5,83084,-0.5,-3.8000000000000003,9.4,,
879,2022,6,83084,-0.3142857142857142,-5.771428571428571,5.0,,
886,2022,7,83084,2.7857142857142856,-1.3,36.4,,
893,2022,8,83084,0.942857142857143,-3.5714285714285716,19.4,,
900,2022,9,83084,0.9,-2.6142857142857143,112.19999999999999,,
907,2022,10,83084,1.0142857142857142,-2.0714285714285716,28.2,,
914,2022,11,83084,0.2571428571428571,-3.6285714285714286,81.2,,
921,2022,12,83084,4.242857142857143,-0.9142857142857144,58.0,,
928,2022,13,83084,3.1571428571428575,-3.142857142857143,1.2000000000000002,,
935,2022,14,83084,1.7285714285714284,-2.457142857142857,46.6,,
942,2022,15,83084,3.5,-0.8,3.0,,
949,2023,1,83084,0.9142857142857144,-1.8,48.0,,
956,2023,2,83084,-0.14285714285714277,-3.0714285714285716,47.6,,
963,2023,3,83084,-0.6714285714285715,-3.3857142857142857,3.0,,
970,2023,4,83084,2.6285714285714286,-1.8714285714285717,68.8,,
977,2023,5,83084,1.5714285714285714,-2.0714285714285716,43.2,,
984,2023,6,83084,2.7142857142857144,-1.6285714285714283,3.2,,
991,2023,7,83084,3.714285714285715,-1.8000000000000003,3.4,,
998,2023,8,83084,3.242857142857143,-0.12857142857142856,28.6,,
1005,2023,9,83084,4.285714285714286,-0.6714285714285714,37.60000000000001,,
1012,2023,10,83084,2.0,-3.142857142857143,13.200000000000001,,
1019,2023,11,83084,3.8285714285714283,-1.2857142857142858,29.0,,
1026,2023,12,83084,5.914285714285714,0.8142857142857142,30.799999999999997,,
1033,2023,13,83084,7.257142857142857,-1.2428571428571427,10.399999999999999,,
1040,2023,14,83084,6.385714285714286,-1.0428571428571427,32.8,,
1047,2023,15,83084,12.0,6.1,0.0,,
1054,2024,1,83084,2.585714285714286,-2.7857142857142856,45.800000000000004,,
1061,2024,2,83084,1.2571428571428573,-4.728571428571429,3.6,,
1068,2024,3,83084,0.9571428571428572,-2.257142857142857,17.0,,
1075,2024,4,83084,0.6,-3.914285714285714,21.4,,
1082,2024,5,83084,1.7999999999999998,-1.5666666666666667,1.4,,
1089,2024,6,83084,-0.41999999999999993,-4.828571428571428,43.0,,
1096,2024,7,83084,0.74,-2.3,18.0,,
1103,2024,8,83084,3.02,-2.025,0.2,,
1110,2024,9,83084,1.3599999999999999,-1.9400000000000002,4.8,,
1117,2024,10,83084,5.883333333333333,1.92,15.200000000000001,,
1124,2024,11,83084,4.25,0.48333333333333334,34.8,,
1131,2024,12,83084,3.2142857142857144,-0.1571428571428571,75.0,,
1138,2024,13,83084,5.771428571428571,-0.5142857142857141,39.6,,
1145,2024,14,83084,5.8999999999999995,-0.5857142857142856,22.2,,
1152,2024,15,83084,1.2,-6.9,6.2,,
1159,2025,1,83084,-0.19999999999999998,-3.314285714285714,9.6,,
1166,2025,2,83084,3.7714285714285714,-0.8857142857142856,5.2,,
1173,2025,3,83084,1.2857142857142858,-3.1285714285714286,73.2,,
1180,2025,4,83084,2.0142857142857142,-1.9714285714285713,10.0,,
1187,2025,5,83084,0.4428571428571428,-3.5142857142857147,29.6,,
1194,2025,6,83084,-0.5714285714285714,-4.271428571428571,22.0,,
1201,2025,7,83084,1.1428571428571428,-2.8000000000000003,74.19999999999999,,
1207,2025,8,83084,0.0,-1.2,33.8,,
5,2014,1,83085,3.4571428571428577,-1.1428571428571428,42.0,13.5,13.5
12,2014,2,83085,3.0,-1.2571428571428573,13.0,20.228571428571428,16.864285714285714
19,2014,3,83085,-0.9000000000000001,-3.2857142857142856,20.8,35.24285714285714,22.990476190476187
26,2014,4,83085,-0.9857142857142858,-3.4714285714285715,0.6,51.271428571428565,35.580952380952375
33,2014,5,83085,-1.8428571428571427,-4.0,3.2,77.15714285714286,54.55714285714286
40,2014,6,83085,-1.9571428571428573,-4.442857142857142,0.6,89.67142857142858,72.7
47,2014,7,83085,0.12857142857142853,-3.242857142857143,47.4,100.8,89.20952380952382
54,2014,8,83085,-0.9428571428571428,-3.9571428571428577,87.2,106.35714285714286,98.94285714285714
61,2014,9,83085,0.7000000000000001,-3.757142857142857,3.0,118.42857142857143,108.52857142857142
68,2014,10,83085,1.6571428571428573,-5.485714285714286,4.8,128.24285714285713,117.67619047619047
75,2014,11,83085,2.6999999999999997,-1.2714285714285716,22.0,133.27142857142857,126.64761904761905
82,2014,12,83085,5.485714285714286,-0.4571428571428572,9.399999999999999,135.26714285714286,132.26047619047617
89,2014,13,83085,1.457142857142857,-3.4714285714285715,6.2,128.63857142857142,132.39238095238093
96,2014,14,83085,4.185714285714286,-0.9571428571428573,90.4,114.65714285714286,126.18761904761902
103,2014,15,83085,5.9,0.5,0.0,93.85,112.38190476190475
110,2015,1,83085,5.0,-1.775,20.0,13.5,13.5
117,2015,2,83085,,,14.4,20.228571428571428,16.864285714285714
124,2015,3,83085,,,16.2,35.24285714285714,22.990476190476187
131,2015,4,83085,,,5.4,51.271428571428565,35.580952380952375
138,2015,5,83085,-0.6,-4.175,0.0,77.15714285714286,54.55714285714286
145,2015,6,83085,-2.7285714285714286,-5.871428571428572,0.0,89.67142857142858,72.7
152,2015,7,83085,-0.7285714285714285,-3.257142857142857,46.0,100.8,89.20952380952382
159,2015,8,83085,-1.3,-4.1571428571428575,0.0,106.35714285714286,98.94285714285714
166,2015,9,83085,-2.1,-5.742857142857143,0.8,118.42857142857143,108.52857142857142
173,2015,10,83085,-1.0857142857142859,-2.9857142857142853,24.599999999999998,128.24285714285713,117.67619047619047
180,2015,11,83085,1.385714285714286,-3.857142857142857,22.4,133.27142857142857,126.64761904761905
187,2015,12,83085,1.6285714285714283,-3.685714285714286,19.4,135.26714285714286,132.26047619047617
194,2015,13,83085,4.449999999999999,-2.1999999999999997,4.6000000000000005,128.63857142857142,132.39238095238093
201,2015,14,83085,,,9.8,114.65714285714286,126.18761904761902
208,2015,15,83085,,,9.0,93.85,112.38190476190475
215,2016,1,83085,4.214285714285714,-1.2714285714285711,78.2,13.5,13.5
222,2016,2,83085,2.1714285714285713,-0.42857142857142855,48.8,20.228571428571428,16.864285714285714
229,2016,3,83085,-2.1285714285714286,-5.685714285714285,1.0,35.24285714285714,22.990476190476187
236,2016,4,83085,-0.6714285714285715,-3.028571428571429,0.2,51.271428571428565,35.580952380952375
243,2016,5,83085,-0.27142857142857135,-2.157142857142857,4.4,77.15714285714286,54.55714285714286
250,2016,6,83085,2.3000000000000003,-2.6,30.0,89.67142857142858,72.7
257,2016,7,83085,-0.21428571428571416,-3.5142857142857147,114.4,100.8,89.20952380952382
264,2016,8,83085,-0.7,-2.08,3.4,106.35714285714286,98.94285714285714
271,2016,9,83085,,,22.4,118.42857142857143,108.52857142857142
278,2016,10,83085,2.8,,3.4,128.24285714285713,117.67619047619047
285,2016,11,83085,-0.09999999999999998,-2.9285714285714284,23.4,133.27142857142857,126.64761904761905
292,2016,12,83085,0.7000000000000001,-4.0285714285714285,72.80000000000001,135.26714285714286,132.26047619047617
299,2016,13,83085,5.64,-0.4857142857142857,25.8,128.63857142857142,132.39238095238093
306,2016,14,83085,4.0285714285714285,0.8142857142857142,58.4,114.65714285714286,126.18761904761902
313,2016,15,83085,-0.1,-3.3,0.0,93.85,112.38190476190475
320,2017,1,83085,6.385714285714285,-0.8166666666666668,1.8,13.5,13.5
327,2017,2,83085,5.614285714285714,0.3428571428571428,0.0,20.228571428571428,16.864285714285714
334,2017,3,83085,-1.0999999999999999,-3.9285714285714284,17.200000000000003,35.24285714285714,22.990476190476187
341,2017,4,83085,0.8857142857142856,-3.557142857142857,20.4,51.271428571428565,35.580952380952375
348,2017,5,83085,-1.5999999999999999,-4.942857142857143,0.0,77.15714285714286,54.55714285714286
355,2017,6,83085,-1.6142857142857143,-4.728571428571429,0.0,89.67142857142858,72.7
362,2017,7,83085,-1.1714285714285715,-4.8999999999999995,0.0,100.8,89.20952380952382
369,2017,8,83085,0.5857142857142857,-3.942857142857143,0.0,106.35714285714286,98.94285714285714
376,2017,9,83085,-1.6500000000000001,-3.8285714285714287,0.0,118.42857142857143,108.52857142857142
383,2017,10,83085,0.31999999999999995,-1.6285714285714286,0.0,128.24285714285713,117.67619047619047
390,2017,11,83085,-2.1142857142857143,-5.8428571428571425,0.0,133.27142857142857,126.64761904761905
397,2017,12,83085,-1.1,-6.814285714285715,0.0,135.26714285714286,132.26047619047617
404,2017,13,83085,0.7285714285714286,-4.385714285714285,0.0,128.63857142857142,132.39238095238093
411,2017,14,83085,1.4857142857142858,-3.442857142857143,0.0,114.65714285714286,126.18761904761902
418,2017,15,83085,0.2,-6.1,0.0,93.85,112.38190476190475
425,2018,1,83085,1.0285714285714287,-1.9714285714285715,62.800000000000004,13.5,13.5
432,2018,2,83085,-1.4571428571428573,-4.885714285714286,1.0,20.228571428571428,16.864285714285714
439,2018,3,83085,-0.5142857142857142,-4.542857142857143,14.0,35.24285714285714,22.990476190476187
446,2018,4,83085,1.0,-3.0714285714285716,28.4,51.271428571428565,35.580952380952375
453,2018,5,83085,0.14285714285714285,-4.6000000000000005,6.8,77.15714285714286,54.55714285714286
460,2018,6,83085,-0.7285714285714284,-5.3999999999999995,1.0,89.67142857142858,72.7
467,2018,7,83085,-1.2571428571428573,-4.857142857142857,3.0,100.8,89.20952380952382
474,2018,8,83085,0.5857142857142856,-3.7142857142857144,42.599999999999994,106.35714285714286,98.94285714285714
481,2018,9,83085,-1.0285714285714287,-4.614285714285714,10.2,118.42857142857143,108.52857142857142
488,2018,10,83085,-1.042857142857143,-4.185714285714286,23.0,128.24285714285713,117.67619047619047
495,2018,11,83085,-2.0142857142857142,-4.8,0.4,133.27142857142857,126.64761904761905
502,2018,12,83085,-1.9857142857142858,-6.5,24.200000000000003,135.26714285714286,132.26047619047617
509,2018,13,83085,0.7142857142857143,-4.114285714285715,50.2,128.63857142857142,132.39238095238093
516,2018,14,83085,5.542857142857143,-0.9714285714285714,2.0,114.65714285714286,126.18761904761902
523,2018,15,83085,3.1,1.3,0.0,93.85,112.38190476190475
530,2019,1,83085,,,0.6000000000000001,13.5,13.5
537,2019,2,83085,-3.1,-5.7,0.6000000000000001,20.228571428571428,16.864285714285714
544,2019,3,83085,4.171428571428572,-1.8285714285714287,0.4,35.24285714285714,22.990476190476187
551,2019,4,83085,1.0142857142857145,-2.8428571428571425,0.6000000000000001,51.271428571428565,35.580952380952375
558,2019,5,83085,-0.15714285714285722,-2.7285714285714286,0.6000000000000001,77.15714285714286,54.55714285714286
565,2019,6,83085,-0.5142857142857143,-4.557142857142857,0.8,89.67142857142858,72.7
572,2019,7,83085,0.8285714285714285,-3.4857142857142853,1.2000000000000002,100.8,89.20952380952382
579,2019,8,83085,3.3666666666666667,-2.357142857142857,0.6000000000000001,106.35714285714286,98.94285714285714
586,2019,9,83085,-0.6000000000000002,-4.428571428571429,0.0,118.42857142857143,108.52857142857142
593,2019,10,83085,-1.1857142857142855,-4.7,0.0,128.24285714285713,117.67619047619047
600,2019,11,83085,1.0571428571428572,-4.485714285714286,0.0,133.27142857142857,126.64761904761905
607,2019,12,83085,2.185714285714286,-5.285714285714286,0.0,135.26714285714286,132.26047619047617
614,2019,13,83085,3.542857142857143,-1.1428571428571428,0.0,128.63857142857142,132.39238095238093
621,2019,14,83085,3.0714285714285716,-3.4714285714285715,0.0,114.65714285714286,126.18761904761902
628,2019,15,83085,5.8,1.4,0.0,93.85,112.38190476190475
635,2020,1,83085,,,49.4,13.5,13.5
642,2020,2,83085,,,82.6,20.228571428571428,16.864285714285714
649,2020,3,83085,,,10.0,35.24285714285714,22.990476190476187
656,2020,4,83085,,,35.2,51.271428571428565,35.580952380952375
663,2020,5,83085,0.30000000000000004,-1.075,16.2,77.15714285714286,54.55714285714286
670,2020,6,83085,0.8714285714285713,-3.3142857142857145,5.199999999999999,89.67142857142858,72.7
677,2020,7,83085,3.7285714285714286,-1.842857142857143,2.4000000000000004,100.8,89.20952380952382
684,2020,8,83085,4.057142857142857,-1.5714285714285714,1.8,106.35714285714286,98.94285714285714
691,2020,9,83085,-0.6142857142857144,-5.142857142857143,10.200000000000001,118.42857142857143,108.52857142857142
698,2020,10,83085,2.142857142857143,-1.0999999999999999,37.8,128.24285714285713,117.67619047619047
705,2020,11,83085,-1.7142857142857142,-4.471428571428571,41.0,133.27142857142857,126.64761904761905
712,2020,12,83085,0.9285714285714286,-4.242857142857143,3.0,135.26714285714286,132.26047619047617
719,2020,13,83085,3.914285714285714,-1.7857142857142858,1.2000000000000002,128.63857142857142,132.39238095238093
726,2020,14,83085,7.314285714285715,0.7285714285714286,15.799999999999999,114.65714285714286,126.18761904761902
733,2020,15,83085,10.3,2.8,0.0,93.85,112.38190476190475
740,2021,1,83085,1.1428571428571428,-2.314285714285714,46.0,13.5,13.5
747,2021,2,83085,0.5285714285714286,-2.6999999999999997,18.2,20.228571428571428,16.864285714285714
754,2021,3,83085,1.0571428571428572,-2.2142857142857144,118.6,35.24285714285714,22.990476190476187
761,2021,4,83085,-0.2999999999999999,-3.3857142857142857,27.4,51.271428571428565,35.580952380952375
768,2021,5,83085,0.48571428571428577,-3.4857142857142853,1.7999999999999998,77.15714285714286,54.55714285714286
775,2021,6,83085,-0.5428571428571429,-3.5714285714285716,78.8,89.67142857142858,72.7
782,2021,7,83085,-1.4428571428571428,-4.557142857142858,68.8,100.8,89.20952380952382
789,2021,8,83085,-0.2285714285714286,-3.6,51.4,106.35714285714286,98.94285714285714
796,2021,9,83085,0.5857142857142857,-3.1142857142857143,14.4,118.42857142857143,108.52857142857142
803,2021,10,83085,0.4714285714285714,-2.5714285714285716,12.0,128.24285714285713,117.67619047619047
810,2021,11,83085,1.442857142857143,-1.7714285714285711,44.8,133.27142857142857,126.64761904761905
817,2021,12,83085,0.25714285714285706,-3.5142857142857147,11.0,135.26714285714286,132.26047619047617
824,2021,13,83085,4.6000000000000005,-0.057142857142857065,83.6,128.63857142857142,132.39238095238093
831,2021,14,83085,3.357142857142857,-1.4714285714285715,3.0,114.65714285714286,126.18761904761902
838,2021,15,83085,3.7,-2.9,0.2,93.85,112.38190476190475
845,2022,1,83085,-1.0571428571428572,-4.371428571428572,0.8,13.5,13.5
852,2022,2,83085,0.9,-1.7857142857142858,55.4,20.228571428571428,16.864285714285714
859,2022,3,83085,1.7285714285714284,-3.085714285714286,54.0,35.24285714285714,22.990476190476187
866,2022,4,83085,2.1,-4.228571428571429,2.8,51.271428571428565,35.580952380952375
873,2022,5,83085,-1.1,-3.9714285714285715,5.0,77.15714285714286,54.55714285714286
880,2022,6,83085,-1.457142857142857,-6.1000000000000005,0.6,89.67142857142858,72.7
887,2022,7,83085,1.7571428571428573,-2.257142857142857,34.8,100.8,89.20952380952382
894,2022,8,83085,0.27142857142857135,-4.3,41.4,106.35714285714286,98.94285714285714
901,2022,9,83085,,,18.200000000000003,118.42857142857143,108.52857142857142
908,2022,10,83085,1.3,-2.5,11.6,128.24285714285713,117.67619047619047
915,2022,11,83085,-0.29999999999999993,-4.185714285714286,64.4,133.27142857142857,126.64761904761905
922,2022,12,83085,4.1,-1.1199999999999999,11.799999999999999,135.26714285714286,132.26047619047617
929,2022,13,83085,,,0.0,128.63857142857142,132.39238095238093
936,2022,14,83085,,,12.2,114.65714285714286,126.18761904761902
943,2022,15,83085,,,1.4,93.85,112.38190476190475
950,2023,1,83085,0.4250000000000001,-2.16,43.4,13.5,13.5
957,2023,2,83085,,,5.2,20.228571428571428,16.864285714285714
964,2023,3,83085,,,0.2,35.24285714285714,22.990476190476187
971,2023,4,83085,2.4428571428571426,-1.3,59.99999999999999,51.271428571428565,35.580952380952375
978,2023,5,83085,0.32857142857142857,-2.2285714285714286,45.0,77.15714285714286,54.55714285714286
985,2023,6,83085,1.4142857142857144,-2.457142857142857,3.8,89.67142857142858,72.7
992,2023,7,83085,2.2142857142857144,-2.2,2.2,100.8,89.20952380952382
999,2023,8,83085,2.8714285714285714,-0.5142857142857142,33.4,106.35714285714286,98.94285714285714
1006,2023,9,83085,3.6285714285714286,-1.0999999999999999,33.2,118.42857142857143,108.52857142857142
1013,2023,10,83085,0.7999999999999999,-3.542857142857143,13.799999999999999,128.24285714285713,117.67619047619047
1020,2023,11,83085,3.914285714285714,-1.5571428571428572,32.0,133.27142857142857,126.64761904761905
1027,2023,12,83085,5.142857142857143,0.07142857142857142,22.6,135.26714285714286,132.26047619047617
1034,2023,13,83085,8.35,-0.7250000000000001,1.6,128.63857142857142,132.39238095238093
1041,2023,14,83085,,,28.799999999999997,114.65714285714286,126.18761904761902
1048,2023,15,83085,,,0.0,93.85,112.38190476190475
1055,2024,1,83085,2.1142857142857143,-3.1714285714285713,56.2,13.5,13.5
1062,2024,2,83085,0.45714285714285724,-4.985714285714286,0.0,20.228571428571428,16.864285714285714
1069,2024,3,83085,0.5857142857142857,-2.942857142857143,17.8,35.24285714285714,22.990476190476187
1076,2024,4,83085,0.3571428571428572,-4.985714285714286,17.8,51.271428571428565,35.580952380952375
1083,2024,5,83085,1.7571428571428573,-1.6428571428571428,27.2,77.15714285714286,54.55714285714286
1090,2024,6,83085,-1.2428571428571427,-5.142857142857143,25.0,89.67142857142858,72.7
1097,2024,7,83085,-0.11428571428571428,-2.7714285714285714,52.6,100.8,89.20952380952382
1104,2024,8,83085,-0.27142857142857146,-5.571428571428571,7.2,106.35714285714286,98.94285714285714
1111,2024,9,83085,1.3714285714285714,-3.3857142857142857,6.8,118.42857142857143,108.52857142857142
1118,2024,10,83085,4.857142857142857,1.3714285714285714,32.800000000000004,128.24285714285713,117.67619047619047
1125,2024,11,83085,3.4714285714285715,-0.05714285714285715,51.0,133.27142857142857,126.64761904761905
1132,2024,12,83085,2.8714285714285714,-0.6142857142857142,102.99999999999999,135.26714285714286,132.26047619047617
1139,2024,13,83085,4.714285714285714,-1.3571428571428572,36.2,128.63857142857142,132.39238095238093
1146,2024,14,83085,4.628571428571428,-1.0,29.599999999999998,114.65714285714286,126.18761904761902
1153,2024,15,83085,0.7,-7.5,3.0,93.85,112.38190476190475
1160,2025,1,83085,-0.7428571428571429,-3.557142857142857,1.4,13.5,13.5
1167,2025,2,83085,2.3857142857142857,-2.142857142857143,4.6,20.228571428571428,16.864285714285714
1174,2025,3,83085,0.4857142857142857,-3.2857142857142856,96.80000000000001,35.24285714285714,22.990476190476187
1181,2025,4,83085,1.157142857142857,-2.3857142857142857,1.2,51.271428571428565,35.580952380952375
1188,2025,5,83085,0.12857142857142853,-3.585714285714286,15.4,77.15714285714286,54.55714285714286
1195,2025,6,83085,-1.4857142857142858,-4.6571428571428575,19.200000000000003,89.67142857142858,72.7
1202,2025,7,83085,0.10000000000000002,-3.3714285714285714,87.4,100.8,89.20952380952382
1208,2025,8,83085,-0.1,-1.7,32.8,106.35714285714286,98.94285714285714
6,2014,1,85291,4.957142857142857,1.1,24.4,12.857142857142858,12.857142857142858
13,2014,2,85291,5.485714285714286,0.8142857142857143,21.0,12.214285714285714,12.535714285714285
20,2014,3,85291,1.042857142857143,-1.8142857142857143,76.4,19.585714285714285,14.885714285714286
27,2014,4,85291,2.5285714285714285,-0.9571428571428572,82.0,23.385714285714283,18.395238095238096
34,2014,5,85291,0.6857142857142857,-2.257142857142857,82.6,25.114285714285717,22.695238095238096
41,2014,6,85291,1.0142857142857142,-2.4285714285714284,57.599999999999994,36.17142857142857,28.223809523809525
48,2014,7,85291,3.7857142857142856,0.014285714285714322,8.4,42.84285714285715,34.70952380952381
55,2014,8,85291,1.6999999999999997,-2.1714285714285713,56.0,42.55714285714286,40.523809523809526
62,2014,9,85291,2.1142857142857143,-2.0142857142857142,11.600000000000001,46.74285714285714,44.047619047619044
69,2014,10,85291,3.542857142857143,-2.1142857142857143,23.2,45.32857142857143,44.87619047619048
76,2014,11,85291,5.285714285714286,-0.05714285714285713,22.0,45.199999999999996,45.75714285714286
83,2014,12,85291,8.257142857142856,1.8285714285714287,6.8,44.57142857142857,45.03333333333333
90,2014,13,85291,5.814285714285715,-0.3142857142857142,40.6,36.18571428571429,41.98571428571429
97,2014,14,85291,5.671428571428572,1.0142857142857145,34.4,29.099999999999998,36.61904761904762
104,2014,15,85291,10.1,2.3,0.0,16.8625,27.382738095238096
111,2015,1,85291,6.271428571428571,-3.172065784643304e-17,20.400000000000002,12.857142857142858,12.857142857142858
118,2015,2,85291,2.8857142857142857,-0.9571428571428572,25.400000000000002,12.214285714285714,12.535714285714285
125,2015,3,85291,6.242857142857143,-0.07142857142857142,0.7999999999999999,19.585714285714285,14.885714285714286
132,2015,4,85291,1.0285714285714287,-2.0142857142857142,21.2,23.385714285714283,18.395238095238096
139,2015,5,85291,1.5857142857142856,-1.5142857142857142,98.2,25.114285714285717,22.695238095238096
146,2015,6,85291,0.2857142857142857,-3.6714285714285713,84.0,36.17142857142857,28.223809523809525
153,2015,7,85291,0.9714285714285715,-1.7142857142857142,24.0,42.84285714285715,34.70952380952381
160,2015,8,85291,-0.0285714285714286,-3.442857142857143,54.0,42.55714285714286,40.523809523809526
167,2015,9,85291,0.8714285714285716,-3.185714285714286,81.0,46.74285714285714,44.047619047619044
174,2015,10,85291,1.3142857142857143,-1.8714285714285717,20.0,45.32857142857143,44.87619047619048
181,2015,11,85291,4.157142857142857,-0.6428571428571427,26.6,45.199999999999996,45.75714285714286
188,2015,12,85291,1.3714285714285714,-2.6999999999999997,90.0,44.57142857142857,45.03333333333333
195,2015,13,85291,3.7,-1.5571428571428572,8.2,36.18571428571429,41.98571428571429
202,2015,14,85291,8.785714285714286,1.4714285714285713,25.6,29.099999999999998,36.61904761904762
209,2015,15,85291,1.5,0.1,15.8,16.8625,27.382738095238096
216,2016,1,85291,5.271428571428571,-0.32857142857142846,44.4,12.857142857142858,12.857142857142858
223,2016,2,85291,4.4714285714285715,2.0,71.39999999999999,12.214285714285714,12.535714285714285
230,2016,3,85291,-0.27142857142857146,-3.128571428571429,29.4,19.585714285714285,14.885714285714286
237,2016,4,85291,1.557142857142857,-1.2428571428571427,70.4,23.385714285714283,18.395238095238096
244,2016,5,85291,1.8857142857142857,-0.5714285714285714,68.2,25.114285714285717,22.695238095238096
251,2016,6,85291,4.8999999999999995,-0.4857142857142857,10.8,36.17142857142857,28.223809523809525
258,2016,7,85291,1.4285714285714286,-2.414285714285714,64.2,42.84285714285715,34.70952380952381
265,2016,8,85291,1.8285714285714287,-1.2142857142857142,58.8,42.55714285714286,40.523809523809526
272,2016,9,85291,1.9714285714285713,-1.9857142857142858,9.200000000000001,46.74285714285714,44.047619047619044
279,2016,10,85291,4.0,-0.6857142857142858,8.8,45.32857142857143,44.87619047619048
286,2016,11,85291,2.8285714285714287,-1.1285714285714286,35.400000000000006,45.199999999999996,45.75714285714286
293,2016,12,85291,3.1999999999999997,-0.9142857142857144,27.200000000000003,44.57142857142857,45.03333333333333
300,2016,13,85291,7.742857142857143,1.3714285714285714,41.2,36.18571428571429,41.98571428571429
307,2016,14,85291,5.585714285714286,2.1142857142857143,36.8,29.099999999999998,36.61904761904762
314,2016,15,85291,2.4,,0.0,16.8625,27.382738095238096
321,2017,1,85291,6.814285714285715,1.4857142857142858,5.4,12.857142857142858,12.857142857142858
328,2017,2,85291,5.828571428571428,0.24285714285714288,4.2,12.214285714285714,12.535714285714285
335,2017,3,85291,0.14285714285714285,-2.4714285714285715,14.200000000000001,19.585714285714285,14.885714285714286
342,2017,4,85291,1.8,-2.6999999999999997,42.8,23.385714285714283,18.395238095238096
349,2017,5,85291,0.8142857142857143,-2.6571428571428575,7.6000000000000005,25.114285714285717,22.695238095238096
356,2017,6,85291,1.0285714285714287,-2.1714285714285713,45.800000000000004,36.17142857142857,28.223809523809525
363,2017,7,85291,2.185714285714286,-2.257142857142857,33.4,42.84285714285715,34.70952380952381
370,2017,8,85291,3.6999999999999997,-1.6142857142857143,17.8,42.55714285714286,40.523809523809526
377,2017,9,85291,1.8714285714285717,-1.5285714285714285,56.4,46.74285714285714,44.047619047619044
384,2017,10,85291,3.457142857142857,-0.05714285714285715,47.2,45.32857142857143,44.87619047619048
391,2017,11,85291,0.17142857142857146,-3.542857142857143,62.8,45.199999999999996,45.75714285714286
398,2017,12,85291,0.35714285714285715,-4.257142857142857,30.4,44.57142857142857,45.03333333333333
405,2017,13,85291,2.442857142857143,-1.842857142857143,38.6,36.18571428571429,41.98571428571429
412,2017,14,85291,3.1,-1.2428571428571427,104.6,29.099999999999998,36.61904761904762
