,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date
19859,83084,2017,8,30,0.6,-6.4,0.0,2017-08-30
19860,83084,2017,8,31,2.4,-7.1,4.8,2017-08-31
19861,83084,2017,9,1,3.7,-4.3,0.0,2017-09-01
19862,83084,2017,9,2,6.9,0.0,0.0,2017-09-02
19863,83084,2017,9,3,5.1,0.9,0.0,2017-09-03
19864,83084,2017,9,4,-2.9,-3.7,9.4,2017-09-04
19865,83084,2017,9,5,-2.6,-6.8,8.2,2017-09-05
19866,83084,2017,9,6,-0.8,-6.3,10.4,2017-09-06
19867,83084,2017,9,7,-0.2,-4.0,2.4,2017-09-07
19868,83084,2017,9,8,-1.2,-3.6,9.2,2017-09-08
19869,83084,2017,9,9,0.6,-5.0,27.8,2017-09-09
19870,83084,2017,9,10,4.0,-4.2,0.2,2017-09-10
19871,83084,2017,9,11,4.4,-1.0,0.0,2017-09-11
19872,83084,2017,9,12,6.6,0.6,0.4,2017-09-12
19873,83084,2017,9,13,2.1,2.0,0.4,2017-09-13
19874,83084,2017,9,14,-0.3,-5.9,7.0,2017-09-14
19875,83084,2017,9,15,1.1,-5.4,1.6,2017-09-15
19876,83084,2017,9,16,0.9,-2.6,32.2,2017-09-16
19877,83084,2017,9,17,5.6,-5.9,1.8,2017-09-17
19878,83084,2017,9,18,5.3,-1.0,0.0,2017-09-18
19879,83084,2017,9,19,3.2,-2.7,4.8,2017-09-19
19880,83084,2017,9,20,7.4,-3.3,0.0,2017-09-20
19881,83084,2017,9,21,6.1,3.0,0.0,2017-09-21
19882,83084,2017,9,22,10.1,3.5,0.0,2017-09-22
20142,83084,2018,6,9,4.4,0.2,13.8,2018-06-09
20143,83084,2018,6,10,4.8,-1.8,0.0,2018-06-10
20144,83084,2018,6,11,4.4,-0.9,0.0,2018-06-11
20145,83084,2018,6,12,1.9,-0.4,7.4,2018-06-12
20146,83084,2018,6,13,-0.6,-1.6,20.8,2018-06-13
20147,83084,2018,6,14,-0.1,-2.5,10.0,2018-06-14
20148,83084,2018,6,15,-1.3,-2.8,19.8,2018-06-15
20149,83084,2018,6,16,-2.9,-5.4,14.8,2018-06-16
20150,83084,2018,6,17,-1.4,-4.6,1.4,2018-06-17
20151,83084,2018,6,18,-0.6,-4.6,83.4,2018-06-18
20152,83084,2018,6,19,0.0,-3.4,19.8,2018-06-19
20153,83084,2018,6,20,0.2,-2.9,0.0,2018-06-20
20154,83084,2018,6,21,0.2,-3.8,0.0,2018-06-21
20155,83084,2018,6,22,0.2,-5.0,0.0,2018-06-22
20156,83084,2018,6,23,1.4,-4.2,0.0,2018-06-23
20157,83084,2018,6,24,1.1,-4.8,0.0,2018-06-24
20158,83084,2018,6,25,4.8,-6.6,0.0,2018-06-25
20159,83084,2018,6,26,3.5,-3.0,0.0,2018-06-26
20160,83084,2018,6,27,5.3,-1.7,0.0,2018-06-27
20161,83084,2018,6,28,2.0,-0.4,0.0,2018-06-28
20162,83084,2018,6,29,-0.7,-1.8,0.0,2018-06-29
20163,83084,2018,6,30,-2.0,-2.5,4.6,2018-06-30
20164,83084,2018,7,1,2.2,-5.3,0.0,2018-07-01
20165,83084,2018,7,2,1.7,-4.0,0.0,2018-07-02
20166,83084,2018,7,3,4.3,-1.6,0.0,2018-07-03
20167,83084,2018,7,4,3.4,-1.1,0.0,2018-07-04
20168,83084,2018,7,5,5.2,0.7,0.0,2018-07-05
20169,83084,2018,7,6,0.0,-0.1,11.0,2018-07-06
20170,83084,2018,7,7,-1.4,-3.5,17.2,2018-07-07
20171,83084,2018,7,8,-0.2,-3.7,5.2,2018-07-08
20172,83084,2018,7,9,0.1,-3.3,1.0,2018-07-09
20173,83084,2018,7,10,2.7,-5.1,0.2,2018-07-10
20174,83084,2018,7,11,1.8,-2.0,0.0,2018-07-11
20175,83084,2018,7,12,1.0,-4.7,0.0,2018-07-12
20176,83084,2018,7,13,1.3,-5.4,0.0,2018-07-13
20177,83084,2018,7,14,4.8,-6.2,0.0,2018-07-14
20178,83084,2018,7,15,-1.3,-6.3,0.0,2018-07-15
20179,83084,2018,7,16,-0.6,-4.4,0.0,2018-07-16
20180,83084,2018,7,17,0.8,-4.1,0.0,2018-07-17
20181,83084,2018,7,18,-1.8,-4.4,3.2,2018-07-18
20182,83084,2018,7,19,0.1,-3.8,0.0,2018-07-19
20183,83084,2018,7,20,-3.4,-4.2,7.0,2018-07-20
20184,83084,2018,7,21,-1.4,-7.6,0.6,2018-07-21
20185,83084,2018,7,22,-2.9,-5.4,0.0,2018-07-22
20186,83084,2018,7,23,-0.4,-6.1,0.0,2018-07-23
20187,83084,2018,7,24,0.9,-4.2,2.0,2018-07-24
20188,83084,2018,7,25,-0.7,-2.7,7.2,2018-07-25
20189,83084,2018,7,26,0.2,-2.9,0.0,2018-07-26
20190,83084,2018,7,27,1.4,-2.2,0.4,2018-07-27
20191,83084,2018,7,28,2.9,-0.5,0.0,2018-07-28
20192,83084,2018,7,29,1.3,1.1,7.8,2018-07-29
20193,83084,2018,7,30,-2.1,-4.5,12.0,2018-07-30
20194,83084,2018,7,31,-0.4,-4.1,3.2,2018-07-31
20195,83084,2018,8,1,0.0,-3.3,9.2,2018-08-01
20196,83084,2018,8,2,2.0,-4.0,0.0,2018-08-02
20197,83084,2018,8,3,4.3,-1.2,0.0,2018-08-03
20198,83084,2018,8,4,0.1,-2.8,12.6,2018-08-04
20199,83084,2018,8,5,3.8,-2.7,0.0,2018-08-05
20200,83084,2018,8,6,-2.1,-2.7,0.6,2018-08-06
20201,83084,2018,8,7,-2.2,-5.1,9.2,2018-08-07
20202,83084,2018,8,8,0.2,-4.6,2.0,2018-08-08
20203,83084,2018,8,9,2.0,-6.6,1.2,2018-08-09
20204,83084,2018,8,10,2.6,-3.1,0.0,2018-08-10
20205,83084,2018,8,11,-1.0,-1.1,0.0,2018-08-11
20206,83084,2018,8,12,-0.6,-6.6,12.2,2018-08-12
20207,83084,2018,8,13,0.7,-6.0,0.0,2018-08-13
20208,83084,2018,8,14,0.2,-1.1,0.0,2018-08-14
20209,83084,2018,8,15,0.1,-1.8,1.0,2018-08-15
20210,83084,2018,8,16,-0.8,-4.4,13.2,2018-08-16
20211,83084,2018,8,17,-1.6,-4.9,0.0,2018-08-17
20212,83084,2018,8,18,-2.1,-3.1,4.6,2018-08-18
20213,83084,2018,8,19,-3.7,-5.9,9.0,2018-08-19
20214,83084,2018,8,20,-0.5,-6.8,37.6,2018-08-20
20215,83084,2018,8,21,-0.7,-6.1,0.4,2018-08-21
20216,83084,2018,8,22,0.4,-3.7,0.4,2018-08-22
20217,83084,2018,8,23,-0.4,-3.6,0.0,2018-08-23
20218,83084,2018,8,24,2.4,-3.2,0.0,2018-08-24
20219,83084,2018,8,25,3.7,-1.6,0.0,2018-08-25
20220,83084,2018,8,26,5.3,0.3,0.0,2018-08-26
20221,83084,2018,8,27,-2.7,-7.2,0.0,2018-08-27
20222,83084,2018,8,28,-2.3,-8.4,0.0,2018-08-28
20223,83084,2018,8,29,2.5,-9.6,0.0,2018-08-29
20224,83084,2018,8,30,5.4,-6.9,0.0,2018-08-30
20225,83084,2018,8,31,0.2,-1.2,0.0,2018-08-31
20226,83084,2018,9,1,0.5,-2.1,6.0,2018-09-01
20227,83084,2018,9,2,-0.2,-7.7,0.6,2018-09-02
20228,83084,2018,9,3,0.7,-6.2,0.0,2018-09-03
20229,83084,2018,9,4,4.4,-3.0,,2018-09-04
20230,83084,2018,9,5,4.3,0.0,,2018-09-05
20231,83084,2018,9,6,3.5,1.2,,2018-09-06
20232,83084,2018,9,7,5.9,-2.4,,2018-09-07
20233,83084,2018,9,8,3.4,-2.7,,2018-09-08
20234,83084,2018,9,9,7.0,-2.0,,2018-09-09
20235,83084,2018,9,10,10.3,-0.9,,2018-09-10
20236,83084,2018,9,11,7.0,3.5,,2018-09-11
20237,83084,2018,9,12,4.9,2.4,,2018-09-12
20238,83084,2018,9,13,7.5,-1.6,,2018-09-13
20239,83084,2018,9,14,6.1,0.9,,2018-09-14
20240,83084,2018,9,15,3.4,2.8,,2018-09-15
20241,83084,2018,9,16,-0.5,-7.6,,2018-09-16
20242,83084,2018,9,17,1.7,-5.1,,2018-09-17
20243,83084,2018,9,18,4.4,-2.3,,2018-09-18
20244,83084,2018,9,19,0.9,-2.5,,2018-09-19
20245,83084,2018,9,20,3.9,-4.6,,2018-09-20
20246,83084,2018,9,21,6.8,-1.5,,2018-09-21
20247,83084,2018,9,22,8.1,1.0,,2018-09-22
20507,83084,2019,6,9,3.9,1.1,0.0,2019-06-09
20508,83084,2019,6,10,4.6,2.1,31.0,2019-06-10
20509,83084,2019,6,11,7.4,0.5,17.4,2019-06-11
20510,83084,2019,6,12,5.5,2.7,0.0,2019-06-12
20511,83084,2019,6,13,1.6,1.3,64.2,2019-06-13
20512,83084,2019,6,14,1.6,-0.3,10.2,2019-06-14
20513,83084,2019,6,15,2.4,-1.4,10.2,2019-06-15
20514,83084,2019,6,16,2.2,-1.8,0.4,2019-06-16
20515,83084,2019,6,17,5.1,-2.1,0.0,2019-06-17
20516,83084,2019,6,18,-0.6,-2.0,0.0,2019-06-18
20517,83084,2019,6,19,-1.2,-6.5,7.0,2019-06-19
20518,83084,2019,6,20,-1.5,-8.1,0.0,2019-06-20
20519,83084,2019,6,21,-2.0,-5.6,0.0,2019-06-21
20520,83084,2019,6,22,-1.8,-5.3,0.4,2019-06-22
20521,83084,2019,6,23,0.7,-5.2,0.0,2019-06-23
20522,83084,2019,6,24,5.8,-4.6,0.0,2019-06-24
20523,83084,2019,6,25,6.4,0.4,0.0,2019-06-25
20524,83084,2019,6,26,7.3,-0.7,0.0,2019-06-26
20525,83084,2019,6,27,6.5,0.5,0.0,2019-06-27
20526,83084,2019,6,28,4.2,1.2,0.0,2019-06-28
20527,83084,2019,6,29,4.0,1.7,0.8,2019-06-29
20528,83084,2019,6,30,-1.8,-3.0,34.6,2019-06-30
20529,83084,2019,7,1,-0.8,-3.7,1.6,2019-07-01
20530,83084,2019,7,2,-0.2,-4.2,0.0,2019-07-02
20531,83084,2019,7,3,1.0,-3.0,0.8,2019-07-03
20532,83084,2019,7,4,4.3,-2.3,0.2,2019-07-04
20533,83084,2019,7,5,6.1,-0.7,0.0,2019-07-05
20534,83084,2019,7,6,6.0,1.3,0.0,2019-07-06
20535,83084,2019,7,7,3.5,1.5,0.0,2019-07-07
20536,83084,2019,7,8,2.0,1.5,17.6,2019-07-08
20537,83084,2019,7,9,-0.6,-2.5,3.4,2019-07-09
20538,83084,2019,7,10,-0.1,-2.1,8.6,2019-07-10
20539,83084,2019,7,11,0.2,-4.1,13.2,2019-07-11
20540,83084,2019,7,12,1.1,-3.2,15.8,2019-07-12
20541,83084,2019,7,13,-3.5,-6.2,40.4,2019-07-13
20542,83084,2019,7,14,-1.2,-5.8,3.8,2019-07-14
20543,83084,2019,7,15,1.5,-4.5,11.2,2019-07-15
20544,83084,2019,7,16,0.7,-3.5,0.4,2019-07-16
20545,83084,2019,7,17,-0.5,-2.6,0.4,2019-07-17
20546,83084,2019,7,18,0.6,-4.3,5.6,2019-07-18
20547,83084,2019,7,19,1.1,-3.5,0.8,2019-07-19
20548,83084,2019,7,20,0.7,-3.6,0.0,2019-07-20
20549,83084,2019,7,21,0.4,-2.0,0.0,2019-07-21
20550,83084,2019,7,22,2.0,-2.9,0.2,2019-07-22
20551,83084,2019,7,23,-0.1,-1.8,0.8,2019-07-23
20552,83084,2019,7,24,4.3,-5.8,17.4,2019-07-24
20553,83084,2019,7,25,6.6,-4.5,0.0,2019-07-25
20554,83084,2019,7,26,1.9,-1.9,0.0,2019-07-26
20555,83084,2019,7,27,0.8,-0.4,0.6,2019-07-27
20556,83084,2019,7,28,1.6,-1.1,0.4,2019-07-28
20557,83084,2019,7,29,1.6,-0.2,11.4,2019-07-29
20558,83084,2019,7,30,1.6,-5.8,0.8,2019-07-30
20559,83084,2019,7,31,6.5,-4.8,0.0,2019-07-31
20560,83084,2019,8,1,6.3,0.2,0.0,2019-08-01
20561,83084,2019,8,2,7.0,-3.1,0.0,2019-08-02
20562,83084,2019,8,3,5.5,0.9,0.0,2019-08-03
20563,83084,2019,8,4,3.3,-3.1,0.0,2019-08-04
20564,83084,2019,8,5,3.8,-3.8,0.0,2019-08-05
20565,83084,2019,8,6,4.5,-4.1,0.0,2019-08-06
20566,83084,2019,8,7,-0.2,-3.2,0.0,2019-08-07
20567,83084,2019,8,8,-0.9,-2.2,11.2,2019-08-08
20568,83084,2019,8,9,-3.4,-4.1,12.8,2019-08-09
20569,83084,2019,8,10,-3.1,-6.9,9.8,2019-08-10
20570,83084,2019,8,11,-2.3,-7.2,6.0,2019-08-11
20571,83084,2019,8,12,0.1,-7.2,15.2,2019-08-12
20572,83084,2019,8,13,-0.2,-4.2,10.4,2019-08-13
20573,83084,2019,8,14,-0.9,-2.0,0.0,2019-08-14
20574,83084,2019,8,15,-0.1,-3.6,0.0,2019-08-15
20575,83084,2019,8,16,-0.5,-2.4,0.0,2019-08-16
20576,83084,2019,8,17,3.4,-3.3,4.8,2019-08-17
20577,83084,2019,8,18,4.9,-1.6,0.2,2019-08-18
20578,83084,2019,8,19,-2.5,-5.9,16.4,2019-08-19
20579,83084,2019,8,20,0.2,-5.5,4.6,2019-08-20
20580,83084,2019,8,21,0.8,-2.5,12.2,2019-08-21
20581,83084,2019,8,22,6.9,-3.1,21.2,2019-08-22
20582,83084,2019,8,23,7.4,-5.9,7.4,2019-08-23
20583,83084,2019,8,24,3.7,-2.2,1.4,2019-08-24
20584,83084,2019,8,25,3.1,-4.9,1.0,2019-08-25
20585,83084,2019,8,26,3.5,-5.9,0.0,2019-08-26
20586,83084,2019,8,27,4.4,-3.7,0.0,2019-08-27
20587,83084,2019,8,28,1.0,-2.5,,2019-08-28
20588,83084,2019,8,29,-0.6,-6.9,3.8,2019-08-29
20589,83084,2019,8,30,5.9,-5.4,0.8,2019-08-30
20590,83084,2019,8,31,6.2,-0.7,0.0,2019-08-31
20591,83084,2019,9,1,4.1,-0.3,0.0,2019-09-01
20592,83084,2019,9,2,7.6,-2.1,6.8,2019-09-02
20593,83084,2019,9,3,9.0,0.4,0.0,2019-09-03
20594,83084,2019,9,4,6.0,2.0,0.0,2019-09-04
20595,83084,2019,9,5,7.0,0.7,0.0,2019-09-05
20596,83084,2019,9,6,3.9,2.2,2.8,2019-09-06
20597,83084,2019,9,7,-1.5,-4.5,12.8,2019-09-07
20598,83084,2019,9,8,-0.6,-4.5,2.6,2019-09-08
20599,83084,2019,9,9,-0.9,-5.9,7.6,2019-09-09
20600,83084,2019,9,10,5.0,-5.5,5.4,2019-09-10
20601,83084,2019,9,11,10.2,-0.9,0.4,2019-09-11
20602,83084,2019,9,12,6.9,0.0,0.0,2019-09-12
20603,83084,2019,9,13,7.2,0.1,0.0,2019-09-13
20604,83084,2019,9,14,8.4,0.3,0.0,2019-09-14
20605,83084,2019,9,15,6.7,2.6,0.2,2019-09-15
20606,83084,2019,9,16,2.8,2.4,26.6,2019-09-16
20607,83084,2019,9,17,2.3,-7.1,6.0,2019-09-17
20608,83084,2019,9,18,7.2,-4.1,0.0,2019-09-18
20609,83084,2019,9,19,8.9,2.1,0.0,2019-09-19
20610,83084,2019,9,20,10.5,5.0,0.2,2019-09-20
20611,83084,2019,9,21,,7.0,1.4,2019-09-21
20612,83084,2019,9,22,,,,2019-09-22
20873,83084,2020,6,9,5.2,-1.7,0.0,2020-06-09
20874,83084,2020,6,10,4.6,1.2,0.0,2020-06-10
20875,83084,2020,6,11,5.4,0.5,0.0,2020-06-11
20876,83084,2020,6,12,4.7,-0.7,0.2,2020-06-12
20877,83084,2020,6,13,4.9,1.0,0.4,2020-06-13
20878,83084,2020,6,14,0.3,-0.4,25.8,2020-06-14
20879,83084,2020,6,15,2.7,-1.7,2.0,2020-06-15
20880,83084,2020,6,16,3.0,0.2,38.8,2020-06-16
20881,83084,2020,6,17,4.3,-0.3,6.0,2020-06-17
20882,83084,2020,6,18,4.0,-0.1,0.0,2020-06-18
20883,83084,2020,6,19,3.9,1.3,1.2,2020-06-19
20884,83084,2020,6,20,3.2,2.5,15.4,2020-06-20
20885,83084,2020,6,21,-0.8,-1.7,31.4,2020-06-21
20886,83084,2020,6,22,-1.1,-3.7,1.4,2020-06-22
20887,83084,2020,6,23,1.9,-2.5,0.0,2020-06-23
20888,83084,2020,6,24,4.6,-2.0,10.6,2020-06-24
20889,83084,2020,6,25,0.4,0.0,0.2,2020-06-25
20890,83084,2020,6,26,2.0,-4.5,1.0,2020-06-26
20891,83084,2020,6,27,1.6,-4.3,3.4,2020-06-27
20892,83084,2020,6,28,3.3,-3.0,0.4,2020-06-28
20893,83084,2020,6,29,4.1,-2.3,0.4,2020-06-29
20894,83084,2020,6,30,1.7,-1.9,0.4,2020-06-30
20895,83084,2020,7,1,3.6,-1.7,1.2,2020-07-01
20896,83084,2020,7,2,-0.5,-1.2,16.8,2020-07-02
20897,83084,2020,7,3,-2.0,-3.4,0.0,2020-07-03
20898,83084,2020,7,4,-0.1,-5.8,0.0,2020-07-04
20899,83084,2020,7,5,2.4,-4.2,0.0,2020-07-05
20900,83084,2020,7,6,1.8,-2.8,9.4,2020-07-06
20901,83084,2020,7,7,4.1,-2.5,2.4,2020-07-07
20902,83084,2020,7,8,2.9,-2.0,3.6,2020-07-08
20903,83084,2020,7,9,2.7,-0.7,1.2,2020-07-09
20904,83084,2020,7,10,1.8,-0.5,0.6,2020-07-10
20905,83084,2020,7,11,1.7,0.1,2.8,2020-07-11
20906,83084,2020,7,12,0.0,-0.6,0.6,2020-07-12
20907,83084,2020,7,13,0.9,-1.2,0.0,2020-07-13
20908,83084,2020,7,14,0.7,-1.7,21.4,2020-07-14
20909,83084,2020,7,15,0.1,-2.6,4.4,2020-07-15
20910,83084,2020,7,16,-0.3,-4.7,1.8,2020-07-16
20911,83084,2020,7,17,5.7,-3.5,1.4,2020-07-17
20912,83084,2020,7,18,2.7,-1.2,0.6,2020-07-18
20913,83084,2020,7,19,0.0,-1.2,0.0,2020-07-19
20914,83084,2020,7,20,-1.0,-4.3,1.4,2020-07-20
20915,83084,2020,7,21,3.3,-3.5,1.4,2020-07-21
20916,83084,2020,7,22,4.8,-1.5,2.6,2020-07-22
20917,83084,2020,7,23,6.6,-0.9,0.0,2020-07-23
20918,83084,2020,7,24,4.5,1.2,0.0,2020-07-24
20919,83084,2020,7,25,7.0,1.1,0.0,2020-07-25
20920,83084,2020,7,26,3.1,-1.5,0.4,2020-07-26
20921,83084,2020,7,27,1.7,0.2,5.2,2020-07-27
20922,83084,2020,7,28,2.1,-0.2,22.2,2020-07-28
20923,83084,2020,7,29,6.6,-1.1,1.6,2020-07-29
20924,83084,2020,7,30,6.1,-2.3,0.0,2020-07-30
20925,83084,2020,7,31,7.0,-5.3,0.0,2020-07-31
20926,83084,2020,8,1,4.8,0.7,0.0,2020-08-01
20927,83084,2020,8,2,6.9,-1.5,0.2,2020-08-02
20928,83084,2020,8,3,2.2,-1.1,0.0,2020-08-03
20929,83084,2020,8,4,-4.0,-4.2,2.4,2020-08-04
20930,83084,2020,8,5,-1.4,-7.1,0.2,2020-08-05
20931,83084,2020,8,6,1.2,-7.6,0.6,2020-08-06
20932,83084,2020,8,7,-0.1,-5.2,1.6,2020-08-07
20933,83084,2020,8,8,1.3,-2.7,0.0,2020-08-08
20934,83084,2020,8,9,0.5,-1.8,29.2,2020-08-09
20935,83084,2020,8,10,6.2,-3.1,8.6,2020-08-10
20936,83084,2020,8,11,7.0,-2.6,1.2,2020-08-11
20937,83084,2020,8,12,2.5,-1.4,0.8,2020-08-12
20938,83084,2020,8,13,3.2,0.1,31.8,2020-08-13
20939,83084,2020,8,14,2.8,0.1,15.2,2020-08-14
20940,83084,2020,8,15,1.5,0.5,10.0,2020-08-15
20941,83084,2020,8,16,1.5,0.0,1.6,2020-08-16
20942,83084,2020,8,17,3.2,-1.4,1.4,2020-08-17
20943,83084,2020,8,18,0.7,-2.1,0.0,2020-08-18
20944,83084,2020,8,19,-1.1,-1.8,9.2,2020-08-19
20945,83084,2020,8,20,-0.8,-3.0,0.0,2020-08-20
20946,83084,2020,8,21,-1.5,-2.5,0.0,2020-08-21
20947,83084,2020,8,22,-3.1,-6.2,0.0,2020-08-22
20948,83084,2020,8,23,-1.6,-6.7,0.0,2020-08-23
20949,83084,2020,8,24,0.3,-7.6,1.6,2020-08-24
20950,83084,2020,8,25,0.8,-7.2,6.2,2020-08-25
20951,83084,2020,8,26,1.9,-4.4,3.2,2020-08-26
20952,83084,2020,8,27,0.2,-3.6,5.2,2020-08-27
20953,83084,2020,8,28,4.9,-5.2,0.4,2020-08-28
20954,83084,2020,8,29,5.7,-2.4,3.0,2020-08-29
20955,83084,2020,8,30,5.2,1.7,0.2,2020-08-30
20956,83084,2020,8,31,2.0,-3.7,0.4,2020-08-31
20957,83084,2020,9,1,2.6,-3.1,0.2,2020-09-01
20958,83084,2020,9,2,7.9,-0.9,0.0,2020-09-02
20959,83084,2020,9,3,4.5,0.9,0.2,2020-09-03
20960,83084,2020,9,4,2.0,-1.6,1.2,2020-09-04
20961,83084,2020,9,5,5.4,-2.5,1.0,2020-09-05
20962,83084,2020,9,6,6.7,-1.2,0.6,2020-09-06
20963,83084,2020,9,7,8.2,1.5,0.0,2020-09-07
20964,83084,2020,9,8,9.3,4.4,0.2,2020-09-08
20965,83084,2020,9,9,6.4,0.4,4.8,2020-09-09
20966,83084,2020,9,10,11.1,-0.7,0.2,2020-09-10
20967,83084,2020,9,11,11.1,1.2,0.2,2020-09-11
20968,83084,2020,9,12,4.7,1.0,0.0,2020-09-12
20969,83084,2020,9,13,6.2,1.9,14.0,2020-09-13
20970,83084,2020,9,14,9.6,-0.1,5.2,2020-09-14
20971,83084,2020,9,15,11.3,3.4,0.0,2020-09-15
20972,83084,2020,9,16,8.2,3.0,0.0,2020-09-16
20973,83084,2020,9,17,10.1,4.1,0.0,2020-09-17
20974,83084,2020,9,18,9.4,2.8,0.2,2020-09-18
20975,83084,2020,9,19,12.3,7.0,3.6,2020-09-19
20976,83084,2020,9,20,7.1,5.9,13.6,2020-09-20
20977,83084,2020,9,21,8.3,5.7,8.8,2020-09-21
20978,83084,2020,9,22,2.0,-0.4,10.8,2020-09-22
21238,83084,2021,6,9,2.0,-4.6,0.0,2021-06-09
21239,83084,2021,6,10,0.5,-2.9,23.0,2021-06-10
21240,83084,2021,6,11,2.3,-2.1,9.0,2021-06-11
21241,83084,2021,6,12,0.2,-1.4,16.4,2021-06-12
21242,83084,2021,6,13,1.6,-0.3,9.8,2021-06-13
21243,83084,2021,6,14,4.1,0.1,2.6,2021-06-14
21244,83084,2021,6,15,1.6,-0.3,0.4,2021-06-15
21245,83084,2021,6,16,1.8,0.1,0.4,2021-06-16
21246,83084,2021,6,17,-0.6,-2.6,3.4,2021-06-17
21247,83084,2021,6,18,0.6,-3.9,5.0,2021-06-18
21248,83084,2021,6,19,0.3,-1.5,5.8,2021-06-19
21249,83084,2021,6,20,0.2,-2.3,4.2,2021-06-20
21250,83084,2021,6,21,3.4,-2.5,2.0,2021-06-21
21251,83084,2021,6,22,2.8,-1.2,0.2,2021-06-22
21252,83084,2021,6,23,4.0,-0.7,0.2,2021-06-23
21253,83084,2021,6,24,4.0,0.9,77.8,2021-06-24
21254,83084,2021,6,25,0.0,-0.3,29.0,2021-06-25
21255,83084,2021,6,26,-0.2,-1.8,2.6,2021-06-26
21256,83084,2021,6,27,1.0,-3.4,4.2,2021-06-27
21257,83084,2021,6,28,2.9,-3.3,8.2,2021-06-28
21258,83084,2021,6,29,3.0,-0.8,6.6,2021-06-29
21259,83084,2021,6,30,2.5,-0.9,1.6,2021-06-30
21260,83084,2021,7,1,2.7,0.1,8.4,2021-07-01
21261,83084,2021,7,2,1.5,0.4,2.0,2021-07-02
21262,83084,2021,7,3,-3.4,-4.1,5.8,2021-07-03
21263,83084,2021,7,4,-2.3,-4.8,0.0,2021-07-04
21264,83084,2021,7,5,1.1,-5.5,0.0,2021-07-05
21265,83084,2021,7,6,2.5,-4.8,5.8,2021-07-06
21266,83084,2021,7,7,2.7,-4.8,2.4,2021-07-07
21267,83084,2021,7,8,2.4,-2.2,3.2,2021-07-08
21268,83084,2021,7,9,3.7,-1.3,0.0,2021-07-09
21269,83084,2021,7,10,2.0,-4.4,0.0,2021-07-10
21270,83084,2021,7,11,2.7,-2.1,0.4,2021-07-11
21271,83084,2021,7,12,0.2,-0.8,0.0,2021-07-12
21272,83084,2021,7,13,0.2,-0.7,1.4,2021-07-13
21273,83084,2021,7,14,1.3,-1.8,5.4,2021-07-14
21274,83084,2021,7,15,1.9,-1.7,39.2,2021-07-15
21275,83084,2021,7,16,-0.6,-2.0,11.4,2021-07-16
21276,83084,2021,7,17,-1.1,-3.9,0.0,2021-07-17
21277,83084,2021,7,18,-0.1,-4.1,0.0,2021-07-18
21278,83084,2021,7,19,-1.4,-3.2,5.8,2021-07-19
21279,83084,2021,7,20,-1.2,-2.9,0.0,2021-07-20
21280,83084,2021,7,21,-2.6,-6.0,0.0,2021-07-21
21281,83084,2021,7,22,-1.4,-5.0,2.8,2021-07-22
21282,83084,2021,7,23,-1.3,-4.1,0.8,2021-07-23
21283,83084,2021,7,24,-1.6,-3.0,0.0,2021-07-24
21284,83084,2021,7,25,-0.2,-6.0,0.0,2021-07-25
21285,83084,2021,7,26,1.1,-5.9,0.0,2021-07-26
21286,83084,2021,7,27,1.1,-0.2,38.4,2021-07-27
21287,83084,2021,7,28,0.3,-0.4,4.4,2021-07-28
21288,83084,2021,7,29,-1.3,-4.5,6.2,2021-07-29
21289,83084,2021,7,30,0.6,-3.5,4.4,2021-07-30
21290,83084,2021,7,31,2.6,-3.4,0.4,2021-07-31
21291,83084,2021,8,1,1.7,-1.2,27.6,2021-08-01
21292,83084,2021,8,2,1.4,-3.8,0.0,2021-08-02
21293,83084,2021,8,3,-1.0,-2.6,0.2,2021-08-03
21294,83084,2021,8,4,0.0,-4.7,0.0,2021-08-04
21295,83084,2021,8,5,4.0,-3.5,5.2,2021-08-05
21296,83084,2021,8,6,1.9,-2.6,7.2,2021-08-06
21297,83084,2021,8,7,0.1,-2.7,2.4,2021-08-07
21298,83084,2021,8,8,0.9,-3.2,1.0,2021-08-08
21299,83084,2021,8,9,1.3,-0.8,0.6,2021-08-09
21300,83084,2021,8,10,3.0,-0.7,1.0,2021-08-10
21301,83084,2021,8,11,5.2,-0.5,0.0,2021-08-11
21302,83084,2021,8,12,-0.2,-3.3,4.4,2021-08-12
21303,83084,2021,8,13,0.8,-2.0,3.8,2021-08-13
21304,83084,2021,8,14,1.4,-2.8,0.6,2021-08-14
21305,83084,2021,8,15,-0.3,-1.5,0.4,2021-08-15
21306,83084,2021,8,16,-0.2,-1.5,1.0,2021-08-16
21307,83084,2021,8,17,5.9,-3.5,1.0,2021-08-17
21308,83084,2021,8,18,5.8,-2.6,2.0,2021-08-18
21309,83084,2021,8,19,4.9,-1.7,0.0,2021-08-19
21310,83084,2021,8,20,1.2,-0.9,0.4,2021-08-20
21311,83084,2021,8,21,2.2,0.1,3.6,2021-08-21
21312,83084,2021,8,22,5.3,0.7,0.4,2021-08-22
21313,83084,2021,8,23,1.9,1.2,19.4,2021-08-23
21314,83084,2021,8,24,-2.1,-4.6,5.2,2021-08-24
21315,83084,2021,8,25,-1.3,-6.5,0.2,2021-08-25
21316,83084,2021,8,26,0.1,-3.6,5.2,2021-08-26
21317,83084,2021,8,27,0.2,-2.5,10.2,2021-08-27
21318,83084,2021,8,28,2.0,-3.2,5.2,2021-08-28
